source,post_type,post_id,author,date,title,content,type_slug,rating_data,rating,likes,dislikes,approved,pinned
post,product,13426,,2024-04-12 08:33:08,La crème solaire de la,La crème solaire de la gloire merci beaucoup Sybille pour ton travail,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:22:""La crème solaire de la"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20060,,2024-04-12 08:32:27,De parler vraiment :sob::sob::sob:cette routine,De parler vraiment :sob::sob::sob:cette routine est curcuma est incroyable,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:47:""De parler vraiment :sob::sob::sob:cette routine"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20062,,2024-04-12 08:32:00,La routine au curcuma est,"La routine au curcuma est vraiment excellente, ma peau est parfaite",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:25:""La routine au curcuma est"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,11724,2024-04-12 07:48:02,Rapide livraison,Rapide livraison,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:16:""Rapide livraison"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,26260,11714,2024-04-11 21:54:39,le gel nettoyant est super,le gel nettoyant est super efficace et la crème hydratante aussi mais le masque me laisse une sensation de brûlure même après 3 utilisations (non consécutives),,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:26:""le gel nettoyant est super"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",60,0,0,1,0
post,product,2761,,2024-04-11 08:19:07,Bon produit,"Je l’ai mis qu’une soleil fois mais grand changement. Le cuire chevelu ne gratte plus . C’est top ! Vu que je n’ai pas encore terminer le produit , je vais sûrement le réutiliser",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:11:""Bon produit"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,24214,,2024-04-10 15:18:22,Masque Curcuma,Ce masque est incroyable ! Laisse la peau toute douce et illuminée. Je constate une diminution de mes tâches.,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:14:""Masque Curcuma"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20062,11227,2024-04-10 10:11:31,Bien,Bien,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:4:""Bien"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,13426,11024,2024-04-10 05:23:41,Commande jamais reçue mais bizarre,"Commande jamais reçue mais bizarre on me demande de donner mon avis 
Je suis vraiment déçu",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:34:""Commande jamais reçue mais bizarre"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",20,0,0,1,0
post,product,20061,11024,2024-04-10 05:23:01,Commande jamais reçu mais bizarre,Commande jamais reçu mais bizarre on me demande de donner mon avis sur le produit,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:33:""Commande jamais reçu mais bizarre"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",20,0,0,1,0
post,product,24209,11024,2024-04-10 05:20:59,Mécontent,"Je n’ai jamais reçu cette commande mais vous me demandez mon avis sur ce produit ?? 
Je vous ai écrit des mails pour vous signaler que je n’ai toujours pas reçu ma commande mais vous n’avez pas réagi",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:9:""Mécontent"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",20,0,0,1,0
post,product,20061,10715,2024-04-09 20:01:37,"J&#x27;aime, sérum qui éclaircit les","J&#x27;aime, sérum qui éclaircit les taches d&#x27;acné (changement constaté à partir du 2ieme flacon)",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:36:""J&#x27;aime, sérum qui éclaircit les"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,26260,11656,2024-04-08 09:39:46,Je recommande ces produits!,Je vois déjà la différence au niveau de ma peau avec le kit découverte. je vais passer une nouvelle commande pour la routine compète :),,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:27:""Je recommande ces produits!"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20061,11248,2024-04-07 16:28:14,Donne un éclat lumineux à,Donne un éclat lumineux à ma peau juste parfait :+1::skin-tone-5:,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:25:""Donne un éclat lumineux à"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,20062,11248,2024-04-07 16:27:28,Hydrate trop bien,Hydrate trop bien,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:17:""Hydrate trop bien"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20060,11248,2024-04-07 16:27:10,Adapté à ma peau et,Adapté à ma peau et nourrit bien,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:19:""Adapté à ma peau et"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,29712,,2024-04-06 10:24:13,Bon,"Bonjour, 
Jai bien testé tout les produits est vraiment c&#x27;est une découverte, l&#x27;application est facile l&#x27;odeur j&#x27;adore mon teint a glow up dun coup ..merci beaucoup et les fille foncez",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:3:""Bon"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,11669,2024-04-05 18:51:32,Top produit pour les plaques :grinning_face_with_star_eyes:,Produit top. Je recommande complètement mes plaques ont disparu je suis très contente :grinning_face_with_star_eyes:,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:59:""Top produit pour les plaques :grinning_face_with_star_eyes:"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,29712,,2024-04-05 11:11:15,Meilleur crème solaire,"Meilleur crème hyper fondante , sans parfum,pas d’effet Collant ni gras et complètement transparent texture gel qui est très agréable et facile à pénétrer ça prend quelques secondes",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:22:""Meilleur crème solaire"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,24217,,2024-04-04 07:43:37,J‘ai commandé une deuxième fois,J‘ai commandé une deuxième fois je recommande satisfaite à 100%,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:31:""J‘ai commandé une deuxième fois"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,5941,10104,2024-04-04 07:20:05,Au top,Tres joli bonne pigmentation,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:6:""Au top"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,24217,11672,2024-04-04 05:37:48,Trop contente de mon achat,Trop contente de mon achat,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:26:""Trop contente de mon achat"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,26260,11674,2024-04-04 05:02:04,"Très bon produit,je suis très","Très bon produit,je suis très satisfaite du résultat merci beaucoup Sybille plein de bonnes choses",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:29:""Très bon produit,je suis très"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,24214,11661,2024-04-03 08:14:05,Très bon produit,Très bon produit,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:16:""Très bon produit"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,12920,11661,2024-04-03 08:12:54,Très bon gommage fais très,Très bon gommage fais très bien l&#x27;affaire rend la peau lisse,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:26:""Très bon gommage fais très"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2024-04-03 00:09:56,Excellent,Excellent,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:9:""Excellent"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20060,,2024-04-01 23:02:16,Creme douce et agréable à,Creme douce et agréable à appliquer. Odeur pas désagréable,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:25:""Creme douce et agréable à"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,20062,,2024-04-01 23:00:21,Un indispensable pour les peaux,Un indispensable pour les peaux sèche. Un bijou à avoir pour le confort de la peau durant toute la journée,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:31:""Un indispensable pour les peaux"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,26112,,2024-04-01 22:59:34,Produit de la gamme qui,Produit de la gamme qui ne me va pas. Il me brûle les lèvres,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:23:""Produit de la gamme qui"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",40,0,0,1,0
post,product,13426,,2024-04-01 22:59:05,"Une crème solaire parfaite, d&#x27;une","Une crème solaire parfaite, d&#x27;une douteuse incroyable. Une application impeccable et une hydratation au top. Meilleure crème solaire. Ne pique pas les yeux, n&#x27;irrite pas la peau. 
Coup de cœur",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:38:""Une crème solaire parfaite, d&#x27;une"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,24209,,2024-04-01 22:56:04,Très doux,Très doux,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:9:""Très doux"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,24217,,2024-04-01 17:43:06,J&#x27;ai commencé la routine le,"J&#x27;ai commencé la routine le 4 mars, mon teint à complètement changé, j&#x27;ai maintenant un visage très lisse, propre et hydraté et sans bouton ni tache, Je recommande vraiment cette gamme. (les produits sentent très bon).",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:32:""J&#x27;ai commencé la routine le"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,11646,2024-03-31 11:01:00,Je très ravie pour la,Je très ravie pour la qualité du produit,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:21:""Je très ravie pour la"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,13426,,2024-03-31 09:15:03,n&#x27;est pas idéale pour moi,je pense qu&#x27;elle n&#x27;est pas idéale pour moi. Elle favorise la sortie des boutons chez moi. Je ne l&#x27;utilise plus. Par contre la texture et le rendu est bien. Pourrait convenir à une autre cliente.,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:30:""n&#x27;est pas idéale pour moi"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",20,0,0,1,0
post,product,26260,,2024-03-31 09:13:32,LES PRODUITS SONT BIEN,La texture des produits sont ok.,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:22:""LES PRODUITS SONT BIEN"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,26260,11780,2024-03-30 14:02:24,Satisfaite,J’adore la gamme à peine trois jours d’utilisation et je vois déjà une grosse différence. Par contre je suis un peu déçue parce que je n’ai pas reçu la petite pochette.,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:10:""Satisfaite"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,24217,10957,2024-03-30 08:11:40,Sa change la vie,Excellent,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:16:""Sa change la vie"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,5948,10104,2024-03-29 07:35:31,Blush,Top pigmentation,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:5:""Blush"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20060,11306,2024-03-28 16:22:01,Super bien conçu Fond bien,"Super bien conçu 
Fond bien à la peau et réduit les imperfections sur le visage",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:26:""Super bien conçu Fond bien"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,29712,,2024-03-27 16:50:35,Très bon produit aucun résidu,"Très bon produit aucun résidu et sers de bonne base pour le maquillage !
Je suis très satisfaite du produit 
 Je recommande",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:29:""Très bon produit aucun résidu"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,11575,2024-03-24 20:21:46,Bon produit,Très satisfaite de mon achat,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:11:""Bon produit"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,26260,11575,2024-03-24 20:21:11,Très satisfaite de mon achat,Très satisfaite de mon achat,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:28:""Très satisfaite de mon achat"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,26260,,2024-03-23 23:11:29,Très bon produit et efficace,Très bon produit et efficace,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:28:""Très bon produit et efficace"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2024-03-23 18:57:43,Déçue,"Commande passée le 13 oct 2023, expédiée le 30 oct . Arrivée au relai le 31 oct. Le 8 nov je vais le récupérer , on le dit que le relai ne conserve les colis que 8 jours donc il a été renvoyé à l’expéditeur . J’envoie un mail au service client , aucune réponse à ce jour. Bilan 29€ perdu !",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:5:""Déçue"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",20,0,0,1,0
post,product,24217,11439,2024-03-23 16:46:55,Excellente routine,"Avec le temps ma peau est plus douce, illuminé et lisse. Je recommande. J&#x27;espère réduire mes tâches avec le temps.",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:18:""Excellente routine"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20062,,2024-03-22 20:01:43,Super produit,Super produit,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:13:""Super produit"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,24209,,2024-03-22 20:01:27,Très bon produit,:heart:️:heart:️:heart:️,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:16:""Très bon produit"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20060,,2024-03-22 20:00:57,Très bon produit,Excellent :heart:️:heart:️:heart:️,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:16:""Très bon produit"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20061,,2024-03-22 07:40:08,Super :grinning_face_with_star_eyes:,Super :grinning_face_with_star_eyes:,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:36:""Super :grinning_face_with_star_eyes:"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,12920,,2024-03-22 07:39:21,Super,Super,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:5:""Super"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,26260,,2024-03-20 13:44:52,J’aime la texture des produits,J’aime la texture des produits,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:30:""J’aime la texture des produits"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,2761,11550,2024-03-18 19:21:17,Je viens de commencer !,Je viens de commencer ! Pour un début ça m’a l’air pas mal. À voir sur le long terme,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:23:""Je viens de commencer !"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,2761,,2024-03-18 18:28:21,Géniale,Géniale,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:7:""Géniale"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,24217,,2024-03-18 18:28:06,What can I say :u1F970:,What can I say :u1F970: I love it ; my skin looks attractive every day now .,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:23:""What can I say :u1F970:"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2024-03-18 13:12:37,Très efficace; j’ai beaucoup appréciée,"Très efficace; j’ai beaucoup appréciée 

Merci infiniment.",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:38:""Très efficace; j’ai beaucoup appréciée"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,13426,,2024-03-18 05:05:38,Crème solaire,Très bon produits je recommande,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:13:""Crème solaire"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,29712,,2024-03-17 13:30:48,Très très bonne crème solaire,Très très bonne crème solaire pas de fini blanc . Une pepite,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:29:""Très très bonne crème solaire"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,17513,,2024-03-17 06:27:13,Mon avis,Rien a dire sur la perfection :smiling_face_with_smiling_eyes_and_hand_covering_mouth:les produits bien pigmenté comme sur les photos :100:,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:8:""Mon avis"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,29712,,2024-03-16 20:18:50,Super,Super,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:5:""Super"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,10295,,2024-03-16 17:57:55,Pinceau précision,Tout à fait adapté pour faire des looks avec la palette créative,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:17:""Pinceau précision"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,10651,,2024-03-16 17:56:09,Parfait,"Super pratique et jolie ! Les couleurs sont hyper pigmentées, ça tient très bien",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:7:""Parfait"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,26260,11540,2024-03-16 14:19:16,Tout est bon,Tout est bon,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:12:""Tout est bon"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,1,0,1,0
post,product,29712,10555,2024-03-16 04:51:12,Incroyable ce produit,Incroyable ce produit,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:21:""Incroyable ce produit"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
